,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),Patient safety(out of 10),ER wait time,Primary Care Provider(PCP)
6870,175470,QUAKER HILL MANOR,8675 SE 72ND TERRACE,BAXTER SPRINGS,KS,66713,6208483797,Cherokee,60,39.6,Medicare and Medicaid,5,4,5,4,3.99615,0.01575,38.667,0,1,0,0,6,49,54,65,7,,5,PD
6871,235709,THE RIVERS HEALTH & REHAB CENTER OF GROSSE POINTE,900 COOK ROAD,GROSSE POINTE WOODS,MI,48236,3138217095,Wayne,86,62.5,Medicare and Medicaid,5,4,5,4,4.87017,0.12882,42,1,0,0,0,3,48,54,45,9,5,5,FP
6872,235267,MANORCARE NURSING AND REHABILITATION CENTER,1225 WOODWARD AVENUE,KINGSFORD,MI,49801,9067744805,Dickinson,107,95.6,Medicare and Medicaid,5,4,5,4,,0.13202,38.667,1,0,0,0,9,43,54,45,6,5,5,PD
6873,135075,VALLEY VISTA CARE CENTER OF ST MARIES,820 ELM STREET,ST MARIES,ID,83861,2082454576,Benewah,74,62.3,Medicare and Medicaid,2,1,3,4,4.88249,0.05442,141,1,3,2,2,2,18,34,85,7,5,3,FP
6874,155636,HARRISON TERRACE,1924 WELLESLEY BLVD,INDIANAPOLIS,IN,46219,3173536270,Marion,110,97.2,Medicare and Medicaid,2,1,5,2,4.04691,0.05167,170.167,0,8,1,1,3,10,52,45,3,,5,PD
6875,145290,INTEGRITY HC OF BELLEVILLE,727 NORTH 17TH STREET,BELLEVILLE,IL,62226,6182343323,St. Clair,180,125.4,Medicare and Medicaid,2,1,5,1,2.3437,0.0066,162,0,33,1,1,6,13,51,65,9,5,5,No
6876,85025,CHURCHMAN VILLAGE,4949 OGLETOWN-STANTON ROAD,NEWARK,DE,19713,3029986900,New Castle,101,96.3,Medicare and Medicaid,5,4,5,4,3.71682,0.12074,36.667,0,1,0,0,3,47,54,10,5,5,5,No
6877,265580,ROLLA PRESBYTERIAN MANOR,1200 HOMELIFE PLAZA,ROLLA,MO,65401,5733647336,Phelps,30,23.8,Medicare and Medicaid,4,4,4,4,5.0998,0.05792,,0,0,0,0,5,40,44,65,8,,4,FP
6878,225539,CHICOPEE REHABILITATION AND NURSING CENTER,44 NEW LOMBARD ROAD,CHICOPEE,MA,1020,4135927738,Hampden,68,55.3,Medicare and Medicaid,3,2,5,2,2.72376,0.02668,,0,0,0,0,4,27,52,15,3,5,5,FP
6879,255185,INDIANOLA REHABILITATION AND HEALTHCARE CENTER,401 HIGHWAY 82 WEST,INDIANOLA,MS,38751,6628872682,Sunflower,75,69.5,Medicare and Medicaid,4,4,3,2,3.71723,0.07344,6.667,0,0,0,0,6,47,32,35,8,,3,GP
6880,155744,LUTHERAN LIFE VILLAGES,351 N ALLEN CHAPEL RD,KENDALLVILLE,IN,46755,2603472256,Noble,99,85.4,Medicare and Medicaid,5,5,5,3,3.67029,0.01942,,0,0,0,0,2,56,53,45,4,5,5,FP
6881,105283,LAKELAND HILLS CENTER,610 E BELLA VISTA DR,LAKELAND,FL,33805,8636888591,Polk,120,107.2,Medicare and Medicaid,2,2,4,2,3.80774,0.08543,39.333,0,11,0,0,8,28,42,35,8,,4,PD
6882,165492,LAKESIDE LUTHERAN HOME,301 NORTH LAWLER STREET,EMMETSBURG,IA,50536,7128524060,Palo Alto,55,46.2,Medicare and Medicaid,3,2,2,4,4.03763,0.01268,38,0,3,0,0,7,20,24,55,9,5,2,No
6883,105702,TARPON POINT NURSING AND REHABILITATION CENTER,5157 PARK CLUB DRIVE,SARASOTA,FL,34235,9413770022,Sarasota,120,115.9,Medicare and Medicaid,1,1,3,3,4.02743,0.0444,62,0,3,0,0,9,10,33,35,1,5,3,FP
6884,145555,EDWARDSVILLE NSG & REHAB CTR,401 ST MARY DRIVE,EDWARDSVILLE,IL,62025,6186921330,Madison,120,91.5,Medicare and Medicaid,1,1,1,1,2.95092,0.02594,222,1,24,1,2,6,19,11,65,5,5,1,GIM
6885,56333,MOUNTAIN VIEW CONV HOSP,13333 FENTON AVENUE,SYLMAR,CA,91342,8183671033,Los Angeles,114,106.4,Medicare and Medicaid,2,1,5,1,4.02844,0.07732,126,2,13,1,1,8,10,51,93,3,5,5,PD
6886,105467,WILLISTON CARE CENTER,300 NW 1ST AVE,WILLISTON,FL,32696,3525283561,Levy,120,101.8,Medicare and Medicaid,2,1,5,3,,0.09419,142,2,3,1,2,3,12,53,35,6,,5,FP
6887,255156,GRENADA REHABILITATION AND HEALTHCARE CENTER,1966 HILL DRIVE,GRENADA,MS,38901,6622262442,Grenada,116,95.6,Medicare and Medicaid,1,1,3,2,3.65313,0.04364,101.667,1,1,1,1,6,16,32,35,5,5,3,PD
6888,55454,DYCORA TRANSITIONAL HEALTH FOWLER,1306 EAST SUMNER AVENUE,FOWLER,CA,93625,5598342542,Fresno,49,43.1,Medicare and Medicaid,1,1,1,2,3.7809,0.03241,196.333,6,1,0,1,5,17,12,94,4,5,1,FP
6889,105904,ATLANTIC SHORES NURSING AND REHAB CENTER,4251 STACK BLVD,MELBOURNE,FL,32901,3219532219,Brevard,120,95.1,Medicare and Medicaid,2,2,4,2,4.14988,0.15625,45.333,0,1,0,0,3,21,42,35,1,5,4,FP
6890,145944,PRESENCE MCAULEY MANOR,400 WEST SULLIVAN ROAD,AURORA,IL,60506,6308593700,Kane,87,48,Medicare and Medicaid,5,3,5,4,3.91573,0.13842,52.667,0,3,0,0,6,39,64,65,4,5,5,No
6891,55239,EAST BAY POST-ACUTE,20259 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,5103513700,Alameda,91,74.9,Medicare and Medicaid,4,4,5,1,3.39707,0.21644,40.667,1,3,0,0,5,43,51,92,9,5,5,No
6892,225488,TREMONT HEALTH CARE CENTER,605 MAIN STREET,WAREHAM,MA,2571,5082951040,Plymouth,104,97.3,Medicare and Medicaid,1,2,1,3,3.27914,0.0554,80,1,1,1,1,5,22,13,25,8,5,1,FP
6893,145791,FIRESIDE HOUSE OF CENTRALIA,1030 MARTIN LUTHER KING BLVD,CENTRALIA,IL,62801,6185321833,Marion,98,71.7,Medicare and Medicaid,3,3,3,3,3.59528,0.06554,40.667,0,3,0,0,6,35,33,65,9,5,3,FP
6894,135094,WELLSPRING HEALTH & REHABILITATION OF CASCADIA,2105 12TH AVENUE ROAD,NAMPA,ID,83686,2084675721,Canyon,120,59.3,Medicare and Medicaid,4,3,5,2,4.47818,0.16742,54,0,11,1,2,2,34,52,85,9,5,5,GER
6895,265776,"ESTATES OF SPANISH LAKE, THE",610 PRIGGE ROAD,SAINT LOUIS,MO,63138,3147419393,St. Louis,150,70.5,Medicare and Medicaid,1,1,4,3,3.44328,0,148.333,5,8,2,4,3,3,43,65,7,5,4,PD
6896,245224,AUGUSTANA CARE HASTINGS HEALTH AND REHABILITATION,930 WEST 16TH STREET,HASTINGS,MN,55033,6514376176,Dakota,80,62.1,Medicare and Medicaid,5,5,5,5,4.0668,0.09742,3.333,0,0,0,0,6,50,55,55,8,,5,PD
6897,05A397,SYLMAR HLTH REHAB CTR,12220 FOOTHILL BLVD.,SYLMAR,CA,91342,8188345082,Los Angeles,208,207.2,Medicaid,3,2,5,3,3.06652,0,76.667,3,3,0,0,8,4,53,22,9,5,5,No
6898,105643,ISLAND LAKE CENTER,155 LANDOVER PLACE,LONGWOOD,FL,32750,4078307744,Seminole,120,112.9,Medicare and Medicaid,4,4,3,3,3.90638,0.07488,14,0,0,1,1,4,49,33,35,4,5,3,FP
6899,195313,ST AGNES HEALTHCARE AND REHAB CENTER,606 LATIOLAIS ROAD,BREAUX BRIDGE,LA,70517,3373324808,St. Martin,128,104.4,Medicare and Medicaid,4,4,2,3,4.15136,0.04748,6.667,0,1,0,0,3,41,23,75,1,5,2,PD
6900,235669,MAPLE MANOR REHAB CENTER OF NOVI INC,31215 NOVI ROAD,NOVI,MI,48377,2486248800,Oakland,72,43.4,Medicare and Medicaid,2,1,4,4,7.00269,0.36333,412.833,0,1,0,0,2,10,44,45,6,5,4,PD
6901,185470,THE WILLOWS AT HAMBURG,2531 OLD ROSEBUD ROAD,LEXINGTON,KY,40509,8595430337,Fayette,64,60.6,Medicare and Medicaid,4,4,3,4,3.94414,0.03249,15.333,0,1,0,0,8,49,34,45,7,,3,FP
6902,235359,FAITH HAVEN SENIOR CARE CENTRE,6531 W MICHIGAN AVENUE,JACKSON,MI,49201,5177503822,Jackson,83,69.6,Medicare and Medicaid,5,3,5,4,3.78404,0.05572,66,2,6,1,1,5,37,54,45,5,5,5,PD
6903,185297,SANSBURY CARE CENTER,2625 BARDSTOWN ROAD,SAINT CATHARINE,KY,40061,8593363974,Washington,48,43.2,Medicare and Medicaid,5,4,3,5,5.20969,0.02237,12.667,1,0,0,0,8,42,35,45,9,,3,FP
6904,115577,ALTAMAHA HEALTHCARE CENTER,1311 WEST CHERRY STREET,JESUP,GA,31545,9124277792,Wayne,62,58.1,Medicare and Medicaid,3,3,2,2,2.9832,0.00651,20.667,0,1,0,0,9,39,22,35,7,,2,FP
6905,45269,GARDNER NURSING AND REHABILITATION,702 NO DREW ST,STAR CITY,AR,71667,8706284144,Lincoln,95,63.9,Medicare and Medicaid,4,4,4,3,3.75301,0.01111,32,0,0,0,0,8,47,43,72,9,5,4,No
6906,215117,"STELLA MARIS, INC.",2300 DULANEY VALLEY RD,TIMONIUM,MD,21093,4102524500,Baltimore,412,370,Medicare and Medicaid,4,3,2,4,4.14174,0.07357,70,6,3,1,1,4,31,47,25,1,5,2,No
6907,146141,TERRACES AT THE CLARE,55 EAST PEARSON,CHICAGO,IL,60611,3129515690,Cook,50,46.1,Medicare,5,5,5,5,4.71167,0.15795,15.333,0,0,0,0,3,57,55,66,4,,5,FP
6908,56476,WINDSOR ROSEWOOD CARE CENTER,1911 OAK PARK BOULEVARD,PLEASANT HILL,CA,94523,9259356630,Contra Costa,113,99.8,Medicare and Medicaid,3,4,1,3,4.31799,0.06001,41.333,3,2,0,0,9,43,13,94,6,5,1,FP
6909,235500,OMNI CONTINUING CARE,5201 CONNER,DETROIT,MI,48213,3135715555,Wayne,136,107.7,Medicare and Medicaid,4,4,2,2,4.84772,,41.333,2,5,0,0,3,48,22,45,5,5,2,GP
6910,165199,CRESTON SPECIALTY CARE,1001 COTTONWOOD DRIVE,CRESTON,IA,50801,6417828511,Union,74,56.4,Medicare and Medicaid,4,4,4,3,3.28913,0.03019,15.333,0,2,0,0,6,42,43,55,9,5,4,FP
6911,245381,NEW HARMONY CARE AND REHAB CENTER,135 GERANIUM AVENUE EAST,SAINT PAUL,MN,55117,6514886658,Ramsey,76,63.2,Medicare and Medicaid,5,4,5,5,4.01079,0.10344,25.333,4,0,0,0,6,40,55,55,8,5,5,PD
6912,265500,BERNARD CARE CENTER,4335 WEST PINE BLVD,SAINT LOUIS,MO,63108,3143710200,St. Louis City,141,135.7,Medicare and Medicaid,3,3,5,1,2.44133,0,47.333,3,1,0,0,3,13,51,65,5,5,5,No
6913,175450,"ML-OP OXFORD, LLC",200 S OHIO,OXFORD,KS,67119,6204552214,Sumner,32,27.9,Medicare and Medicaid,2,1,4,4,4.22649,,122.667,0,2,0,0,6,12,44,65,5,5,4,PD
6914,165383,GREENFIELD REHABILITATION & HEALTH CARE CENTER,615 SE KENT STREET,GREENFIELD,IA,50849,6417436131,Adair,46,41.2,Medicare and Medicaid,3,3,4,3,3.19879,0.01982,17.333,0,0,0,0,6,31,43,55,8,5,4,PD
6915,55499,ROCKY POINT CARE CENTER,625 16TH STREET,LAKEPORT,CA,95453,7072366101,Lake,90,58.8,Medicare and Medicaid,5,4,5,2,3.76588,0.0801,34,3,2,0,0,7,47,52,94,9,5,5,PD
6916,65192,REHABILITATION AND NURSING CENTER OF THE ROCKIES,1020 PATTON ST,FORT COLLINS,CO,80524,9704847981,Larimer,96,70.4,Medicare and Medicaid,5,3,5,4,3.50142,0.02106,43.333,0,4,0,0,9,35,54,81,9,5,5,FP
6917,235648,IHM SENIOR LIVING COMMUNITY,610 WEST ELM AVENUE,MONROE,MI,48162,7342413660,Monroe,58,50.8,Medicare and Medicaid,5,4,5,4,5.00368,0.05067,48.667,5,4,0,0,7,40,54,45,4,5,5,PD
6918,165538,PRAIRIE RIDGE CARE CENTER,1005 7TH STREET NE,ORANGE CITY,IA,51041,7127374002,Sioux,95,83.1,Medicare and Medicaid,3,2,3,5,3.5714,0.01061,28,0,0,0,1,7,25,35,55,3,5,3,FP
6919,225474,LONGMEADOW OF TAUNTON,68 DEAN STREET - REAR,TAUNTON,MA,2780,5088241467,Bristol,100,88.2,Medicare and Medicaid,5,4,5,3,3.40604,0.06517,,0,0,0,0,5,44,53,25,7,5,5,PD
6920,16E638,MERCYONE DYERSVILLE SENIOR CARE,1111 THIRD STREET SW,DYERSVILLE,IA,52040,5638752921,Dubuque,40,33.6,Medicaid,4,4,4,4,3.52002,0.00454,9.333,0,0,0,0,5,45,44,22,3,5,4,No
6921,215134,PEAK HEALTHCARE AT HARTLEY,1006 MARKET STREET,POCOMOKE CITY,MD,21851,4109572252,Worcester,73,60,Medicare and Medicaid,2,2,4,3,3.20945,0.05274,76.833,3,1,0,0,4,22,44,25,3,,4,No
6922,185318,"CHRISTIAN CARE CENTER OF KUTTAWA, LLC",1253 LAKE BARKLEY DRIVE,KUTTAWA,KY,42055,2703882291,Lyon,65,51.5,Medicare and Medicaid,2,2,4,3,3.2811,,58,0,2,0,0,2,22,43,45,6,,4,FP
6923,255253,VICKSBURG CONVALESCENT CENTER,1708 CHERRY STREET,VICKSBURG,MS,39180,6016383632,Warren,100,77.3,Medicare and Medicaid,5,4,5,4,3.85284,0.02745,12,0,0,0,0,6,48,54,35,5,5,5,FP
6924,105682,PALM GARDEN OF JACKSONVILLE,5725 SPRING PARK ROAD,JACKSONVILLE,FL,32216,9047336954,Duval,120,106.6,Medicare and Medicaid,4,3,5,3,3.89375,0.05269,22.667,0,0,0,0,9,38,53,35,8,,5,GP
6925,05A264,VISTA PACIFICA CENTER,3674 PACIFIC AVENUE,RIVERSIDE,CA,92509,9516824833,Riverside,108,105.4,Medicaid,5,4,5,3,3.00745,0,34,6,0,0,0,9,13,53,22,6,5,5,FP
6926,155682,WOODMONT HEALTH CAMPUS,1325 ROCKPORT RD,BOONVILLE,IN,47601,8128974114,Warrick,60,46.1,Medicare and Medicaid,3,3,4,2,3.11535,0.05204,32,0,4,0,0,8,31,42,45,8,5,4,PD
6927,105365,LIFE CARE CENTER OF ALTAMONTE SPRINGS,989 ORIENTA AVE,ALTAMONTE SPRINGS,FL,32701,4078313446,Seminole,228,218.6,Medicare and Medicaid,4,3,4,4,4.01801,0.05103,34,0,1,0,0,4,30,44,35,6,5,4,No
6928,145669,ELEVATE CARE WAUKEGAN,2222 WEST 14TH STREET,WAUKEGAN,IL,60085,8472492400,Lake,265,166.4,Medicare and Medicaid,2,1,5,2,3.00676,0.02747,237,4,46,3,4,8,10,52,65,6,5,5,PD
6929,105454,MANORCARE HEALTH SERVICES SARASOTA,5511 SWIFT ROAD,SARASOTA,FL,34231,9419217462,Sarasota,178,138.9,Medicare and Medicaid,2,1,5,3,3.86232,0.08266,147,0,1,1,1,9,18,53,35,5,5,5,PD
6930,155272,ALLISON POINTE HEALTHCARE CENTER,5226 E 82ND ST,INDIANAPOLIS,IN,46250,3178426668,Marion,159,116.9,Medicare and Medicaid,2,1,5,2,3.94333,0.08571,108,1,27,0,0,3,19,52,45,7,5,5,No
6931,106114,BUFFALO CROSSING HEALTHCARE AND REHABILITATION CEN,3875 WEDGEWOOD LANE,THE VILLAGES,FL,32162,7275814648,Alachua,120,102.5,Medicare and Medicaid,4,3,5,3,4.43508,0.12381,30,0,0,0,0,7,34,53,36,1,5,5,FP
6932,225783,WHITTIER BRADFORD TRANSITIONAL CARE UNIT,145 WARD HILL AVENUE,BRADFORD,MA,1835,9783728000,Essex,20,16.7,Medicare and Medicaid,5,4,5,5,6.63405,0.44322,12.667,0,0,0,0,9,46,55,15,8,5,5,FP
6933,145901,LEMONT NURSING & REHAB CENTER,12450 WALKER ROAD,LEMONT,IL,60439,6302430400,Cook,173,135.5,Medicare and Medicaid,4,4,4,2,3.18326,0.13575,34.667,0,6,0,0,6,41,42,65,1,5,4,GP
6934,85057,"CENTER AT EDEN HILL, LLC",300 BANNING STREET,DOVER,DE,19904,3026777100,Kent,80,50.5,Medicare,5,5,5,4,4.68926,0.24793,14.667,0,2,0,0,3,56,54,10,7,,5,FP
6935,145450,ALDEN LAKELAND REHAB & HCC,820 WEST LAWRENCE,CHICAGO,IL,60640,7737692570,Cook,300,154.2,Medicare and Medicaid,4,3,5,3,,0.03856,49.333,0,17,0,0,7,38,53,65,5,,5,PD
6936,255301,"CARRINGTON, LLC D/B/A THE CARRINGTON",307 REED RD,STARKVILLE,MS,39759,6623232202,Oktibbeha,60,55.8,Medicare and Medicaid,3,3,2,3,4.02353,0.09984,21.333,2,0,0,0,6,30,23,35,6,,2,No
6937,165218,EAGLE POINT HEALTH CARE CENTER,801 28TH AVENUE NORTH,CLINTON,IA,52732,5632436600,Clinton,90,73.2,Medicare and Medicaid,1,1,3,2,3.21022,0.06732,58,1,2,0,0,5,12,32,55,9,5,3,FP
6938,55797,GILROY HEALTHCARE AND REHABILITATION CENTER,8170 MURRAY AVENUE,GILROY,CA,95020,4088429311,Santa Clara,134,141.3,Medicare and Medicaid,4,3,5,3,3.37137,0.06172,66,8,9,1,1,4,33,53,97,7,,5,No
6939,235544,HALLMARK LIVING BENTON HARBOR,1385 E EMPIRE AVE,BENTON HARBOR,MI,49022,2699250033,Berrien,95,68.3,Medicare and Medicaid,2,2,4,3,3.19058,0.01897,141.333,5,19,0,0,2,21,43,45,4,,4,PD
6940,145986,LAKE FOREST PLACE,1100 PEMBRIDGE DRIVE,LAKE FOREST,IL,60045,8476046701,Lake,50,46.1,Medicare,5,5,4,5,5.4639,0.11894,13.333,0,0,0,0,8,54,45,65,8,,4,FP
6941,185057,SUNRISE MANOR NURSING HOME,717 NORTH LINCOLN BOULEVARD,HODGENVILLE,KY,42748,2703583103,Larue,137,126.8,Medicare and Medicaid,2,2,2,3,3.35792,0.08068,,0,3,2,2,2,23,23,45,5,,2,PD
6942,146083,MANOR COURT OF PRINCETON,140 NORTH SIXTH STREET,PRINCETON,IL,61356,8158756600,Bureau,125,91.2,Medicare and Medicaid,4,3,5,3,3.34187,0.06703,45.333,0,1,0,0,8,33,53,66,8,5,5,FP
6943,245579,ESSENTIA HEALTH GRACE HOME,116 WEST SECOND STREET,GRACEVILLE,MN,56240,3207487223,Big Stone,40,28.9,Medicare and Medicaid,4,3,3,5,4.26045,0.05988,38,0,0,0,0,3,32,35,55,7,5,3,FP
6944,75337,SILVER SPRINGS CARE CENTER,33 ROY ST,MERIDEN,CT,6450,2032378457,New Haven,159,154.5,Medicare and Medicaid,5,4,5,2,3.0038,0.02054,22,0,0,1,1,2,40,52,63,7,5,5,No
6945,245264,AUGUSTANA HCC OF APPLE VALLEY,14650 GARRETT AVENUE,APPLE VALLEY,MN,55124,9522362000,Dakota,178,160.6,Medicare and Medicaid,2,1,5,5,3.98708,,90,8,5,2,2,9,19,55,55,6,,5,PD
6946,255110,"MS CARE CENTER OF ALCORN COUNTY, INC-SNF",3701 JOANNE DRIVE,CORINTH,MS,38834,6622878071,Alcorn,125,102.2,Medicare and Medicaid,3,3,1,4,4.4992,0.00588,16,0,0,0,0,6,34,14,35,1,5,1,FP
6947,55874,HAYWARD HEALTHCARE & WELLNESS CENTER,1805 WEST STREET,HAYWARD,CA,94545,5107834811,Alameda,99,89.8,Medicare and Medicaid,5,5,4,3,3.78345,0.06898,16.667,2,2,0,0,5,57,43,98,4,5,4,FP
6948,145757,INTEGRITY HC OF CARBONDALE,120 NORTH TOWER ROAD,CARBONDALE,IL,62901,6185493355,Jackson,131,59.8,Medicare and Medicaid,1,1,3,2,2.45835,0.01722,157.333,0,25,0,0,6,14,32,65,5,5,3,GP
6949,215236,FAIRFIELD NURSING & REHABILITATION CENTER,1454 FAIRFIELD LOOP ROAD,CROWNSVILLE,MD,21032,4109236820,Anne Arundel,96,82.6,Medicare and Medicaid,4,4,4,3,3.54001,0.06979,26,1,5,0,0,4,45,43,25,3,5,4,FP
6950,185337,LEE COUNTY CARE AND REHABILITATION CENTER,246 EAST MAIN STREET,BEATTYVILLE,KY,41311,6064643611,Lee,109,101.2,Medicare and Medicaid,4,4,4,3,3.5557,0.05339,10,0,0,0,0,6,45,43,45,3,,4,PD
6951,225527,FARREN CARE CENTER,340 MOTAGUE CITY ROAD,TURNERS FALLS,MA,1376,4137743111,Franklin,122,103.2,Medicare and Medicaid,4,3,3,5,4.52815,0.00649,46.333,1,1,1,1,4,35,35,15,5,5,3,No
6952,56139,ROSEVILLE POINT HEALTH & WELLNESS CENTER,600 SUNRISE AVENUE,ROSEVILLE,CA,95661,9167823131,Placer,98,91.4,Medicare and Medicaid,4,3,5,3,3.80403,0.11051,61.333,1,3,0,0,9,38,53,91,9,5,5,FP
6953,215128,"COURTLAND, LLC",7920 SCOTTS LEVEL ROAD,BALTIMORE,MD,21208,4105213600,Baltimore,151,137.7,Medicare and Medicaid,4,3,4,4,3.90923,0.04113,71.333,3,2,0,0,4,39,44,25,1,5,4,No
6954,235286,MEDILODGE OF CASS CITY,4782 HOSPITAL DR,CASS CITY,MI,48726,9898722174,Tuscola,80,61.6,Medicare and Medicaid,4,3,5,3,3.86534,0.02528,73.333,7,2,0,0,9,38,53,45,8,5,5,PD
6955,105413,HERON POINTE HEALTH AND REHABILITATION,1445 HOWELL AVE,BROOKSVILLE,FL,34601,3527991451,Hernando,120,114.8,Medicare and Medicaid,5,4,5,3,3.82051,0.04532,19.333,0,0,0,0,3,48,53,35,1,5,5,FP
6956,205170,ODD FELLOWS & REBEKAHS' HOME OF MAINE,85 CARON LANE,AUBURN,ME,4210,2077864616,Androscoggin,26,25.4,Medicare and Medicaid,5,4,5,4,4.04743,0,8.667,0,0,0,0,2,13,54,45,7,,5,PD
6957,35231,SIERRA WINDS,17300 NORTH 88TH AVE,PEORIA,AZ,85382,6239720212,Maricopa,70,19.8,Medicare,3,2,5,3,4.20589,0.2068,46.667,4,1,0,0,6,22,53,82,8,5,5,FP
6958,245326,ROSE OF SHARON A VILLA CENTER,1000 LOVELL AVENUE,ROSEVILLE,MN,55113,6514843378,Ramsey,63,58.6,Medicare and Medicaid,3,3,3,3,3.15617,0.05962,43.333,1,7,0,0,6,31,33,55,6,5,3,FP
6959,146100,WALKER NURSING HOME,530 EAST BEARDSTOWN STREET,VIRGINIA,IL,62691,2174523218,Cass,71,38.9,Medicare and Medicaid,3,2,5,3,3.48994,0.00478,44,1,1,1,1,2,24,53,66,1,,5,No
6960,245438,TALAHI NURSING AND REHAB CENTER,1717 UNIVERSITY DRIVE SOUTHEAST,SAINT CLOUD,MN,56304,3202519120,Stearns,77,66.8,Medicare and Medicaid,2,1,5,4,3.70274,0.01075,99.333,2,10,1,1,3,17,54,55,3,,5,GER
6961,105518,WINTER GARDEN REHABILITATION AND NURSING CENTER,12751 W COLONIAL DRIVE,WINTER GARDEN,FL,34787,4078776636,Orange,100,89.8,Medicare and Medicaid,5,5,5,3,,0.0641,5.333,0,0,0,0,4,51,53,35,1,,5,FP
6962,65233,HALLMARK NURSING CENTER,3701 W RADCLIFF AVE,DENVER,CO,80236,3037946484,Denver,143,114.8,Medicare and Medicaid,5,5,5,3,3.20959,0.03915,17.333,0,0,0,0,3,52,53,82,3,,5,PD
6963,15371,HERITAGE HEALTH CARE & REHAB INC,1101 SNOWS MILL AVENUE,TUSCALOOSA,AL,35406,2057595179,Tuscaloosa,216,160.3,Medicare and Medicaid,4,3,4,4,4.03522,0.00386,20,0,0,0,0,2,30,44,33,5,,4,GP
6964,105651,GOOD SAMARITAN SOCIETY-DAYTONA,325 S SEGRAVE STREET,DAYTONA BEACH,FL,32114,3862536791,Volusia,100,86.3,Medicare and Medicaid,2,2,3,3,3.83756,0.07353,46.667,0,0,0,0,3,28,33,35,5,5,3,FP
6965,17E591,VALLEY HEALTH CARE CENTER,400 12TH STREET PO BOX 189,VALLEY FALLS,KS,66088,7859453832,Jefferson,40,32.1,Medicaid,5,4,5,4,3.12773,0,36,0,0,0,0,7,8,54,22,9,5,5,PD
6966,245418,BELGRADE NURSING HOME,"103 SCHOOL STREET,  PO BOX 340",BELGRADE,MN,56312,3202548215,Stearns,44,30.1,Medicare and Medicaid,4,3,4,4,4.07036,0.05136,,0,1,0,0,3,30,44,55,4,5,4,PD
6967,56446,PARAMOUNT CONVALESCENT HOSP.,8558 EAST ROSECRANS AVENUE,PARAMOUNT,CA,90723,5626346877,Los Angeles,59,55.6,Medicare and Medicaid,4,3,5,2,4.19654,0,68,1,4,0,0,5,2,52,94,6,5,5,FP
6968,55849,MODESTO POST ACUTE CENTER,159 E. ORANGEBURG AVENUE,MODESTO,CA,95350,2095262811,Stanislaus,99,96.8,Medicare and Medicaid,3,3,3,2,3.40804,0.01391,61.333,4,4,0,0,2,34,32,98,9,,3,No
6969,155386,LAURELS OF DEKALB,520 W LIBERTY ST,BUTLER,IN,46721,2608682164,De Kalb,101,89.7,Medicare and Medicaid,5,5,5,2,3.40815,,10,0,0,0,0,2,54,52,45,8,,5,PD
6970,155095,HERITAGE PARK,2001 HOBSON RD,FORT WAYNE,IN,46805,2604849557,Allen,180,158.8,Medicare and Medicaid,4,3,5,2,3.53714,0.10078,33.333,0,5,0,0,2,35,52,45,9,5,5,FP
6971,185354,FORDSVILLE NURSING AND REHABILITATION CENTER,313 MAIN STREET,FORDSVILLE,KY,42343,2702763603,Ohio,67,56,Medicare and Medicaid,2,2,2,2,4.27779,0.12117,43.333,0,1,0,0,2,22,24,45,5,5,2,PD
6972,235654,THE VILLAGES OF LAPEER NURSING & REHABILITATION,239 S MAIN ST,LAPEER,MI,48446,8106646611,Lapeer,87,63.2,Medicare and Medicaid,1,1,3,2,2.79641,0,271.333,9,45,3,4,8,4,32,45,5,5,3,FP
6973,175295,"SMITH CENTER OPERATOR, LLC",117 W 1ST STREET  #369,SMITH CENTER,KS,66967,7852826696,Smith,45,42.2,Medicare and Medicaid,5,4,5,3,,0.02057,40.667,0,0,0,0,7,43,53,65,9,5,5,PD
6974,255335,FORREST GENERAL HOSPITAL SKILLED NURSING UNIT,6051 US HIGHWAY 49 SOUTH,HATTIESBURG,MS,39401,6012887000,Forrest,20,19.3,Medicare,5,5,5,5,9.35531,0.43012,4,0,0,0,0,6,53,55,35,3,5,5,No
6975,195482,"WOODLANDS HEALTHCARE CENTER, LLC (THE)",144 THAD BAILES RD,LEESVILLE,LA,71446,3372396578,Vernon,152,139.2,Medicare and Medicaid,1,2,2,1,3.24713,0.0713,38.667,0,3,1,1,3,22,21,75,8,,2,No
6976,55139,SANTA TERESITA MANOR,819 BUENA VISTA ST.,DUARTE,CA,91010,6269323495,Los Angeles,99,75.9,Medicare and Medicaid,3,2,5,2,3.64341,0.05784,76.667,0,0,0,0,6,26,52,91,9,5,5,FP
